asset_id|filepath|filename|transcription|duration_sec|language|language_probability|avg_logprob|slate_text|model|device|compute_type|transcribed_at_utc|status|error
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-086|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-086.wav|ORANGE-CRUSH-2022-11-05-MONO-086.wav|Sound speeding. Roll film. Scene 23, Take 9. Mark it. Action. Your mail. Ah, thank you. Oh, that's a collection of things you left behind here. We're past week, Detective. Here. Are you kidding me? Oh, I got so much shit for this. This motherfucker. Ah. What? I guess he says someone made a better offer. A car. The Wakefield Massacre car. I've been set for a year with that sale. Cooksey said the same thing about Whitey Bulger's jacket. You got it. Yeah, well, Cooksey's full of shit. Deal's a deal. Oh, chocolates. You shouldn't have. They aren't chocolates. They're Indian candies. It's a present from Amita. Mmm. So she does like you, huh? Shouldn't you be getting her the candy, though? I will. Yeah, I'm right. So you're gonna give me some of your girlfriend's candies or not? Mmm. Hey, back off there, Bruce. Cut. Good. Good.|88.79|en|1.000|-0.317|Sound speeding. Roll film. Scene 23, Take 9. Mark it. Action. Your mail. Ah, thank you. Oh, that's a collection of things you left behind here. We're past week, Detective. Here. Are you kidding me? Oh, I got so much shit for this. This motherfucker. Ah. What? I guess he says someone made a better offer. A car. The Wakefield Massacre car. I've been set for a year with that sale.|large-v3-turbo|cuda|float16|2026-09-20T23:00:12Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-087|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-087.wav|ORANGE-CRUSH-2022-11-05-MONO-087.wav|Sound speed. Little film. Scene 53, Take 3. Mark it. Action. That's cool. You want to hear it? Uh, no. Can you pick it up? Oh. Because it's hard for me to like... How does it work? Like, who am I supposed to look at?|31.58|en|1.000|-0.206|Sound speed. Little film. Scene 53, Take 3. Mark it. Action. That's cool. You want to hear it? Uh, no. Can you pick it up? Oh. Because it's hard for me to like... How does it work? Like, who am I supposed to look at?|large-v3-turbo|cuda|float16|2026-09-20T23:00:13Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-088|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-088.wav|ORANGE-CRUSH-2022-11-05-MONO-088.wav|Sounds fading. Scene 53, Take 4. Mark it. Action. That's cool. Want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? I don't know. He just lets you have the run of his place? He's a cool guy.|45.34|en|1.000|-0.181|Sounds fading. Scene 53, Take 4. Mark it. Action. That's cool. Want to hear it? Uh, no. I don't want to hear Charlie Manson sing. Where's your friend? I don't know. He just lets you have the run of his place? He's a cool guy.|large-v3-turbo|cuda|float16|2026-09-20T23:00:13Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-089|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-089.wav|ORANGE-CRUSH-2022-11-05-MONO-089.wav||5.02|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T23:00:13Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-090|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-090.wav|ORANGE-CRUSH-2022-11-05-MONO-090.wav|Sound speedy. No film. Film rolling. Scene 53, Take 5. Mark it. Action. Ta-da! I think that's a woman's jacket. Well, you try it. That's a killer jacket on you. Thank you. You want a beer? Yeah, sure. Cut. Do it again.|65.11|en|1.000|-0.309|Sound speedy. No film. Film rolling. Scene 53, Take 5. Mark it. Action. Ta-da!|large-v3-turbo|cuda|float16|2026-09-20T23:00:14Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-091|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-091.wav|ORANGE-CRUSH-2022-11-05-MONO-091.wav|Sound speeding. Film rolling. Scene 53, Take 6. Mark it. Action. Ta-da! I think that's a woman's jacket. Well, then you try. That's a killer jacket on you. Thank you. Do you want a beer? Sure.|58.00|en|1.000|-0.303|Sound speeding. Film rolling. Scene 53, Take 6. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:15Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-092|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-092.wav|ORANGE-CRUSH-2022-11-05-MONO-092.wav|Sound speeding. Roll film. Film rolling. Scene 53, Take 7. Mark it. Action. Hey, does that old history teacher, Mr. Kelly, keep in touch? No. Why would he? He had the odds for you. Ew. Cut.|49.71|en|1.000|-0.231|Sound speeding. Roll film. Film rolling. Scene 53, Take 7. Mark it. Action. Hey, does that old history teacher, Mr. Kelly, keep in touch?|large-v3-turbo|cuda|float16|2026-09-20T23:00:15Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-093|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-093.wav|ORANGE-CRUSH-2022-11-05-MONO-093.wav|Sound speeding. Film rolling. Scene 53, Take 8. Mark it. Action. History teacher, Mr. Kelly, keep in touch? No, why would he? He had the hots for you. Ew. Cut.|47.15|en|1.000|-0.253|Sound speeding. Film rolling. Scene 53, Take 8. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:16Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-094|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-094.wav|ORANGE-CRUSH-2022-11-05-MONO-094.wav||1.45|en|0.517|||large-v3-turbo|cuda|float16|2026-09-20T23:00:16Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-095|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-095.wav|ORANGE-CRUSH-2022-11-05-MONO-095.wav|Roll film. You're gonna put that down there. Film rolling. Scene 53, Take 10. Mark it. Action. Everybody knew. Alright, we'll do it again.|38.96|en|1.000|-0.279|Roll film. You're gonna put that down there. Film rolling. Scene 53, Take 10. Mark it. Action. Everybody knew. Alright, we'll do it again.|large-v3-turbo|cuda|float16|2026-09-20T23:00:16Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-096|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-096.wav|ORANGE-CRUSH-2022-11-05-MONO-096.wav|Sound speedy. Roll film. Film rolling. Scene 53, Take 10. Action. Mark it. Everybody knew. Ugh. Are you okay? Yeah, yeah. I can't believe people collect this stuff. What are you doing? Oh, I'm sorry, I just- Yeah, um, you should take me home. I'm sorry, I just- Don't worry about it. Don't worry about it. We should go. Cut. It's okay.|61.51|en|1.000|-0.220|Sound speedy. Roll film. Film rolling. Scene 53, Take 10. Action. Mark it. Everybody knew. Ugh. Are you okay? Yeah, yeah. I can't believe people collect this stuff. What are you doing? Oh, I'm sorry, I just- Yeah, um, you should take me home. I'm sorry, I just- Don't worry about it. Don't worry about it.|large-v3-turbo|cuda|float16|2026-09-20T23:00:17Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-097|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-097.wav|ORANGE-CRUSH-2022-11-05-MONO-097.wav|Sound speeding. Go, Phil. Home rolling. Scene 53, Take 11. Mark it. Action. Are you okay? Uh, yeah, yeah. I can't believe people collect all this stuff. What are you doing? Oh, I'm sorry, I... Yeah, it's okay. Um, I think you should take me home. I'm sorry, I just, I... Don't worry about it. Um, we should go. Cut. That's okay. I think that was good. That was great. That was perfect.|53.76|en|1.000|-0.200|Sound speeding. Go, Phil. Home rolling. Scene 53, Take 11. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:18Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-098|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-098.wav|ORANGE-CRUSH-2022-11-05-MONO-098.wav|Roll film. Scene 54, Take 3. Mark it. Action. You're such an asshole! Amina? Amina! Amina! Stop! Stop! Stop! Stop! Stop! Stop! Cut! Are you okay? Yes. That was good.|27.53|en|0.998|-0.323|Roll film. Scene 54, Take 3. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:19Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-099|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-099.wav|ORANGE-CRUSH-2022-11-05-MONO-099.wav|I'm speeding. Fulfilled. Scene 54, Take 4. Mark it. Action. Characters! Characters! Such an asshole! Amita? Amita, stop! Stop! Stop! Stop! Stop! Cut! So the next shot, I think, if you go in the car...|31.21|en|0.998|-0.410|I'm speeding. Fulfilled. Scene 54, Take 4. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:19Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-100|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-100.wav|ORANGE-CRUSH-2022-11-05-MONO-100.wav|Scene 14, Take 2. Mark it. Action. What the hell is this? Being idiot, why is she here? Call someone? Did you call the cops? Well, I didn't mean to hurt her. I don't know. She was... Alright, shut up. She started... Shut up. What are we gonna do? Shut up. We're not calling the cops. But I didn't do anything. Oh, you didn't do anything. Jesus H fucking Christ!|77.96|en|0.999|-0.252|Scene 14, Take 2. Mark it. Action. What the hell is this?|large-v3-turbo|cuda|float16|2026-09-20T23:00:20Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-101|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-101.wav|ORANGE-CRUSH-2022-11-05-MONO-101.wav|Sound speeding. Roll film. Scene 54, Take 5, 1, 2, 3. Action. Amita, calm down. It's gonna be okay. It's gonna be okay. Amita! Amita! Stay with me. Stay with me. Come on. You're okay. You're okay. Cut. You're okay. I just look like I really went all the way back.|49.76|en|1.000|-0.338|Sound speeding. Roll film. Scene 54, Take 5, 1, 2, 3. Action. Amita, calm down. It's gonna be okay.|large-v3-turbo|cuda|float16|2026-09-20T23:00:21Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-102|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-102.wav|ORANGE-CRUSH-2022-11-05-MONO-102.wav|Sound speedy. Roll film. Scene 54, Take 7, 1, 2, 3. Action. Please stop. Please stop. Please stop. It's gonna be over soon. It'll be over soon. Amita. Amita. Amita. Amita. You're okay. You're okay now. Cut.|35.73|en|0.999|-0.290|Sound speedy. Roll film. Scene 54, Take 7, 1, 2, 3. Action. Please stop. Please stop. Please stop. It's gonna be over soon. It'll be over soon. Amita. Amita. Amita. Amita. You're okay. You're okay now. Cut.|large-v3-turbo|cuda|float16|2026-09-20T23:00:21Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-103|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-103.wav|ORANGE-CRUSH-2022-11-05-MONO-103.wav|Sound speedy. Roll film. I'm rolling. Scene 54, Take 8. 1, 2, 3. Action. Amita! It'll be over soon! Amita! Just hang with me! You're okay! You're okay! You're okay! You're okay now! Amita? Amita? Cut!|35.89|en|0.999|-0.314|Sound speedy. Roll film. I'm rolling. Scene 54, Take 8. 1, 2, 3. Action. Amita! It'll be over soon! Amita! Just hang with me! You're okay! You're okay! You're okay! You're okay now! Amita? Amita? Cut!|large-v3-turbo|cuda|float16|2026-09-20T23:00:22Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-104|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-104.wav|ORANGE-CRUSH-2022-11-05-MONO-104.wav|Oh, my God.|9.73|en|0.654|-1.129|Oh, my God.|large-v3-turbo|cuda|float16|2026-09-20T23:00:22Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-105|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-105.wav|ORANGE-CRUSH-2022-11-05-MONO-105.wav|Scene 57, Take 3. Mark it. Action. What the fuck is this? I didn't mean her. You fucking idiot. Why is she here? Whoa, what the hell? Did you call somebody? Did you call the cops? Well, I didn't mean her. What the fuck did you do? I don't know. She was... Shit, shit, shit, shit, shit, shit, shit. What are we gonna do? Shut up! I said shut... We're not calling the cops. I didn't do anything. Yeah, you didn't do anything. Jesus fucking H. Christ, Billy!|89.65|en|1.000|-0.201||large-v3-turbo|cuda|float16|2026-09-20T23:00:23Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-108|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-108.wav|ORANGE-CRUSH-2022-11-05-MONO-108.wav|Sound? Sound's fading. Rolling. Scene 57, Coda. Mark. Action. You done? I'm going to do exactly what I tell you to do.|38.55|en|0.999|-0.365|Sound? Sound's fading. Rolling. Scene 57, Coda. Mark. Action. You done? I'm going to do exactly what I tell you to do.|large-v3-turbo|cuda|float16|2026-09-20T23:00:24Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-107|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-107.wav|ORANGE-CRUSH-2022-11-05-MONO-107.wav|Action. Hold on. Hold on, hold on. Action. Billy, what is this? What did you do? I mean her. You fucking idiot. Why is she here? What the hell? Wait, did you call somebody? Did you call the cops? Well, I didn't mean to hurt her. What the fuck did you do? I don't know. Shut up, shut up. Shit, shit, shit. Look, she's just trying to shut up. Shit, shit, shit. Well, what are we going to do? I said shut up. We're not going to call the cops. But I didn't do anything. Oh, you didn't do anything? Jesus fucking H. Christ, Billy!|87.56|en|1.000|-0.241|Action. Hold on. Hold on, hold on. Action. Billy, what is this? What did you do? I mean her. You fucking idiot. Why is she here? What the hell? Wait, did you call somebody? Did you call the cops? Well, I didn't mean to hurt her. What the fuck did you do? I don't know. Shut up, shut up. Shit, shit, shit. Look, she's just trying to shut up. Shit, shit, shit. Well, what are we going to do? I said shut up. We're not going to call the cops.|large-v3-turbo|cuda|float16|2026-09-20T23:00:25Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-106|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-106.wav|ORANGE-CRUSH-2022-11-05-MONO-106.wav|Sound speedy. No film. Film rolling. Action. What the fuck is this? Billy, what is this? What did you do? I didn't mean to hurt her. You fucking idiot! Why is she here? Whoa, whoa, whoa, what the hell? Did you call somebody? Did you call the police? I didn't mean to hurt her! What the fuck did you do? I don't know! She was... Shit, shit, shit. Look, she started to just... Shut up! Shit. What are we gonna do? Shut up! We're not calling the cops. I didn't do anything. Oh, you didn't do anything, huh? What? Jesus fucking H. Christ!|73.15|en|1.000|-0.187|Sound speedy. No film. Film rolling. Action. What the fuck is this? Billy, what is this? What did you do?|large-v3-turbo|cuda|float16|2026-09-20T23:00:26Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-109|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-109.wav|ORANGE-CRUSH-2022-11-05-MONO-109.wav|Sound? Sound speeding. Roll film. Film rolling. Scene 57, Coda, Take 2. Action! You done? You're gonna do exactly what I tell you to do.|35.19|en|0.999|-0.293|Sound? Sound speeding. Roll film. Film rolling. Scene 57, Coda, Take 2. Action! You done? You're gonna do exactly what I tell you to do.|large-v3-turbo|cuda|float16|2026-09-20T23:00:26Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-110|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-110.wav|ORANGE-CRUSH-2022-11-05-MONO-110.wav|I don't want, but I don't want you to walk into the scene. Okay. Yeah. All right. Because he, he's.|26.08|en|0.996|-0.694||large-v3-turbo|cuda|float16|2026-09-20T23:00:27Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-111|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-111.wav|ORANGE-CRUSH-2022-11-05-MONO-111.wav|Yeah, well, okay.|1.62|en|0.790|-1.100|Yeah, well, okay.|large-v3-turbo|cuda|float16|2026-09-20T23:00:27Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-112|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-112.wav|ORANGE-CRUSH-2022-11-05-MONO-112.wav|106, Take 1. Mark it. Action. How long does it take? Well, now that we've started the process, it should be pretty straightforward. Will it happen tonight? Absolutely. Just get this process going and, uh, as soon as you PayPal me the money. Ah, damn it. Oh, no, no, no, no. Not you, Jill. Um, listen, love. Just PayPal me the money and, uh, I will get this love spell cast tonight. Okay. Cut. You have to be soulful, Jill. Oh, fuck. Damn it. I knew it. Let's go again. Okay. Changing battery. Changing battery. Okay.|58.74|en|0.998|-0.223|106, Take 1. Mark it. Action. How long does it take?|large-v3-turbo|cuda|float16|2026-09-20T23:00:28Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-113|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-113.wav|ORANGE-CRUSH-2022-11-05-MONO-113.wav|Scene 16, Take 2. Mark it. Action. How long does it take? Well, now that we've talked, it should be pretty straightforward. Will it happen tonight? Absolutely. I'll start the process as soon as you make that PayPal payment. Dammit. No, no, sorry, not you, Jill. Listen, love, make the PayPal payment, and I will get that love spell cast tonight. Okay. And Jill, be soulful. Check it out. Blue hydrangeas. I don't want to talk about flowers and internet voodoo tonight. Okay. Chap quick. Best case scenario, Kennedy crashes the car, kills the girl, and does nothing to help. Then, goes on to become the longest standing senator in the United States Congress. He's a Kennedy. Yeah, he knows how to keep his mouth shut. Which is what you do if you're smart. Everyone has skeletons. He's beautiful. Does that spell stuff ever work? Misdirection. Suggestion. It works because they want it to work. I saw her. Who? Tonight. In my car. Oh, hold on. Hello, Tracy. This is Shaman Tanki. Yes. Yes, yes. Hello, hello. Yes, you're right on time. Right on time. It's a good omen. Cut. Yeah, it's just... Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut. Cut.|131.99|en|0.999|-0.174|Scene 16, Take 2. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:31Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-114|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-114.wav|ORANGE-CRUSH-2022-11-05-MONO-114.wav|Sound speeding. Roll film. 106, Take 3. Mark it. Action. Well, now that we've talked... I'm going to give it a little space in there. That's fine. Just so you can get over it. How long does it take? Well, now that we've talked, it should be pretty straightforward. Will that happen tonight? Absolutely. I'll get the process started. As soon as you make the PayPal payment. Oh, no, no, no. Not at you, Jill. Listen, love. Make the PayPal payment and I will get this love spell cast tonight. Okay. And Jill, be soulful. Blue hydrangeas. I don't want to talk about flowers and internet voodoo. Okay. Chappaquiddick. Best case scenario. Kennedy crashed the car. Leaves her to die and does nothing to help. He's become the longest serving senator in U.S. history. Why, he's a Kennedy. He knows how to keep his mouth shut. Which is what you do if you're smart. Everyone's got skeletons. She was beautiful. Does that spell stuff ever work? Well, it works because they want it to work. Just a little misdirection, suggestion. I saw her. Saw who? Tonight. Oh. Hello, Tracy. This is Shaman Tanki. Yes, you are right. Right on time. It's a good omen. Yes, Tracy. Absolutely. Let's get that love spell cast tonight.|140.74|en|1.000|-0.159|Sound speeding. Roll film. 106, Take 3. Mark it. Action. Well, now that we've talked... I'm going to give it a little space in there. That's fine. Just so you can get over it. How long does it take? Well, now that we've talked, it should be pretty straightforward. Will that happen tonight? Absolutely. I'll get the process started.|large-v3-turbo|cuda|float16|2026-09-20T23:00:33Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-116|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-116.wav|ORANGE-CRUSH-2022-11-05-MONO-116.wav|Scene 14, Take 4. Mark it. Action. How long does it take? Well, now that we've talked, it should be pretty straightforward. Will it happen tonight? Oh, yes. As soon as I start the process. But you gotta pay the palmate first. Oh, dammit. No, no, no, no, no, not you, Jill. Listen, love, send me the money, and I will cast this love spell tonight. Okay. And Jill, be soulful. Check it out. Blue hydrangeas. I want to talk about flowers and internet blue. Okay, Chappaquiddick. Chappaquiddick. Ah, best case scenario, Kennedy crashed the car, left her to die, and did nothing to help. Then, goes on to become the longest serving senator in United States history. He's a Kennedy. Well, he knows how to keep his mouth shut. And that's what you do if you're smart. Everybody's got skeletons, Billy. He's beautiful. Does that spell stuff ever work? Hmm. Misdirection. Suggestion. It works because they want it to work. I saw her. Saw who? Tonight. She was in my car. Hey. Hello, Tracy. It's Shaman Tanki. Yes. Hello. Welcome. Please. Um, yes. You're right on time. Yes. Wonderful. Wonderful. Oh, yes. Let's get that love spell cast right away. Oh, my God. It's so dusty. Let's see. Let's see. Let's see. Let's see.|125.27|en|0.997|-0.264|Scene 14, Take 4. Mark it. Action. How long does it take?|large-v3-turbo|cuda|float16|2026-09-20T23:00:35Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-115|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-115.wav|ORANGE-CRUSH-2022-11-05-MONO-115.wav|Sound speeding. Well filmed. Rolling. 106, Take 3. Action. How long does it take? Well, now that we've talked, it should be pretty straightforward. Will it happen tonight? Absolutely. I'll get the process started as soon as you make that PayPal payment. Ah, damn it! Oh, no, sorry, not you, Jill. Uh, listen, love, make the PayPal payment, and I will get this love spell cast tonight. Okay. And Jill, be soulful. Hey, check it out. Blue hydrangeas. I wanna talk about flowers and internet voodoo. Okay. Chappaquiddick. Best case scenario, Kennedy crashes the car, leaves her to die and does nothing to help. Then goes on to become the longest serving senator in U.S. history. He's a Kennedy. He knows how to keep his mouth shut. Which is what you do when you're smart. Everybody's got skeletons, Billy. Does that spell stuff ever work? A little misdirection, suggestion. Works because they want it to work. I saw her. I saw who? Can I? She was in my car. Hello, Tracy! This is Shaman Tanki. How are you? Yes, welcome, welcome. Please, please, please. Uh, yes. Yes, you're right on time. Yes, it's a good omen. Yes. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now. We'll get that love spell cast right now.|124.13|en|1.000|-0.152|Sound speeding. Well filmed. Rolling. 106, Take 3. Action. How long does it take?|large-v3-turbo|cuda|float16|2026-09-20T23:00:37Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-117|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-117.wav|ORANGE-CRUSH-2022-11-05-MONO-117.wav|Scene 70, Take 1. Mark it. Action. Just do what I told you, okay? Keep your head down, go to work, and don't say anything. Understand? Okay. Just checking. Cut.|47.22|en|1.000|-0.232|Scene 70, Take 1. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:38Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-119|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-119.wav|ORANGE-CRUSH-2022-11-05-MONO-119.wav|Camera rolling. Camera rolling. Mark it. Action. Just do like I told you, okay? Keep your head down. Go to work. Don't say anything. You understand? Okay. Just checking. One more time. Okay.|50.64|en|1.000|-0.200|Camera rolling. Camera rolling. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:39Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-120|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-120.wav|ORANGE-CRUSH-2022-11-05-MONO-120.wav|Roll film. Camera rolling. Scene 70, Take 3. Mark it. Action. Just do like I told you, okay? Keep your head down, you go to work, and you don't say anything. Understand? Okay. Just checking.|52.21|en|1.000|-0.187|Roll film. Camera rolling. Scene 70, Take 3. Mark it. Action.|large-v3-turbo|cuda|float16|2026-09-20T23:00:39Z|ok|
ZOOMH4N-20221105-ORANGE-CRUSH-2022-11-05-MONO-121|E:\Orange Crush\Original_Footage\Audio\20221105\ORANGE-CRUSH-2022-11-05-MONO-121.wav|ORANGE-CRUSH-2022-11-05-MONO-121.wav|Mark it. Action. Just do like I told you, okay? Keep your head down, go to work, and you don't say anything. Right? Understood? Okay. Just checking. Cut.|52.01|en|1.000|-0.288||large-v3-turbo|cuda|float16|2026-09-20T23:00:40Z|ok|
ZOOMH4N-20221106-ORANGE-CRUSH-2022-11-06-MONO-125|E:\Orange Crush\Original_Footage\Audio\20221106\ORANGE-CRUSH-2022-11-06-MONO-125.wav|ORANGE-CRUSH-2022-11-06-MONO-125.wav|Speeding. Roll film. Camera rolling. Mark it. Action. What's the name of that supervisor again? AJ. He seems like a real prick. I think we should get an iPad and plant it in his trunk and haul him in. It'll get the Sarge off our backs. Do you have an iPad? I'm strictly Windows. Well, that blows that idea. Next. What about the kid? So this library book was overdue. This isn't CSI. This is some small town shit. No. Not CSI. No dead body. Somebody up there. Alarms turned off. Security cameras broken. It's very convenient. Someone knows something. This is the part in the Agatha Christie book where we have to go back to discover what we missed the first time. Which one? The one about the prick supervisor and the stolen iPads.|105.81|en|1.000|-0.132|Speeding. Roll film. Camera rolling. Mark it. Action. What's the name of that supervisor again? AJ. He seems like a real prick. I think we should get an iPad and plant it in his trunk and haul him in. It'll get the Sarge off our backs. Do you have an iPad? I'm strictly Windows. Well, that blows that idea. Next. What about the kid? So this library book was overdue. This isn't CSI. This is some|large-v3-turbo|cuda|float16|2026-09-20T23:00:41Z|ok|
